data,antirez/redis,hashes,in-memory,key-value,database,redis,kind,lists,strings,values,disk,data,model
performance,firehol/netdata,control,status,simple,agent,linux,monitoring,monitor,performance,web-analytics,statsd,get,iot,benchmark,metrics,notifications,real-time,macos,effective,alarm,dashboard,freebsd,statuspage,docker,health-check
metrics,firehol/netdata,control,status,simple,agent,linux,monitoring,monitor,performance,web-analytics,statsd,get,iot,benchmark,metrics,notifications,real-time,macos,effective,alarm,dashboard,freebsd,statuspage,docker,health-check
iot,firehol/netdata,control,status,simple,agent,linux,monitoring,monitor,performance,web-analytics,statsd,get,iot,benchmark,metrics,notifications,real-time,macos,effective,alarm,dashboard,freebsd,statuspage,docker,health-check
monitor,firehol/netdata,control,status,simple,agent,linux,monitoring,monitor,performance,web-analytics,statsd,get,iot,benchmark,metrics,notifications,real-time,macos,effective,alarm,dashboard,freebsd,statuspage,docker,health-check
real-time,firehol/netdata,control,status,simple,agent,linux,monitoring,monitor,performance,web-analytics,statsd,get,iot,benchmark,metrics,notifications,real-time,macos,effective,alarm,dashboard,freebsd,statuspage,docker,health-check
monitoring,firehol/netdata,control,status,simple,agent,linux,monitoring,monitor,performance,web-analytics,statsd,get,iot,benchmark,metrics,notifications,real-time,macos,effective,alarm,dashboard,freebsd,statuspage,docker,health-check
control,firehol/netdata,control,status,simple,agent,linux,monitoring,monitor,performance,web-analytics,statsd,get,iot,benchmark,metrics,notifications,real-time,macos,effective,alarm,dashboard,freebsd,statuspage,docker,health-check
system,SamyPesse/How-to-Make-a-Computer-Operating-System,make,computer,system
tool,wg/wrk,tool,modern,http,benchmarking
tool,ggreer/the_silver_searcher,pcre,faster,ag,ack,silver-searcher,search-in-text,command-line-tool,tool
performance,grbl/grbl,embedded,optimized,source,controller,cnc,performance,open
embedded,grbl/grbl,embedded,optimized,source,controller,cnc,performance,open
development,HandBrake/HandBrake,development,repository,gplv2,multi-platform,video-transcoding,main,handbrake
real-time,citusdata/citus,scale,postgresql,postgres,database,real-time,citus,scalable,distributed-database,sharding,workloads,multi-tenant
performance,session-replay-tools/tcpcopy,load,stress,fit,stream,tool,testing,request,tcp,stability,replication,replay,online,performance
tool,session-replay-tools/tcpcopy,load,stress,fit,stream,tool,testing,request,tcp,stability,replication,replay,online,performance
system,systemd/systemd,systemd,service,system,init,linux,services,manager
network,pocoproject/poco,http-client,logging,network,c-plus-plus,internet,focus,cross-platform,http-server,libraries,poco,json,networking,configuration,database-access
system,minoca/os,system
performance,nbs-system/naxsi,naxsi,open-source,rules,waf,maintenance,performance
security,ossec/ossec-hids,nist800-53,alerting,detection,rootkit,file,open,monitoring,log,integrity,intrusion-detection,policy-monitoring,system,source,hids,policy,loganalyzer,fim,checking,real-time,active,ossec,response,pci-dss,compliance,analysis,file-integrity-management,security
system,ossec/ossec-hids,nist800-53,alerting,detection,rootkit,file,open,monitoring,log,integrity,intrusion-detection,policy-monitoring,system,source,hids,policy,loganalyzer,fim,checking,real-time,active,ossec,response,pci-dss,compliance,analysis,file-integrity-management,security
detection,ossec/ossec-hids,nist800-53,alerting,detection,rootkit,file,open,monitoring,log,integrity,intrusion-detection,policy-monitoring,system,source,hids,policy,loganalyzer,fim,checking,real-time,active,ossec,response,pci-dss,compliance,analysis,file-integrity-management,security
real-time,ossec/ossec-hids,nist800-53,alerting,detection,rootkit,file,open,monitoring,log,integrity,intrusion-detection,policy-monitoring,system,source,hids,policy,loganalyzer,fim,checking,real-time,active,ossec,response,pci-dss,compliance,analysis,file-integrity-management,security
monitoring,ossec/ossec-hids,nist800-53,alerting,detection,rootkit,file,open,monitoring,log,integrity,intrusion-detection,policy-monitoring,system,source,hids,policy,loganalyzer,fim,checking,real-time,active,ossec,response,pci-dss,compliance,analysis,file-integrity-management,security
os,ChrisJohnsen/tmux-MacOSX-pasteboard,pasteboard,notice,sessions,notes,tmux,mac,branch,x,os
embedded,cleanflight/cleanflight,quadcopter,flight,cleanflight,embedded,inav,betaflight,firmware,controller,version,clean-code,flight-controller
tool,lastpass/lastpass-cli,interface,line,lastpass,command,tool
application,DaveDavenport/rofi,dmenu-replacement,dmenu,application,launcher,rofi,switcher,window,application-launcher,i3,window-switcher
system,collectd/collectd,pull,daemon,statistics,please,system,collection,send,requests
tool,justinfrankel/licecap,capture,simple,screen,windows,x,animated,os,tool
os,justinfrankel/licecap,capture,simple,screen,windows,x,animated,os,tool
development,nginx/nginx-releases,development,note,retired,releases,repository,pull,please,list,unofficial,chance,docs,org,requests,changes,history
security,stefanesser/dumpdecrypted,files,hood,encryption,encrypted,tool,dumps,applications,iphone,memory,security,disk,mach-o
tool,stefanesser/dumpdecrypted,files,hood,encryption,encrypted,tool,dumps,applications,iphone,memory,security,disk,mach-o
web,SpiderLabs/ModSecurity,firewall,cross,platform,deployments,open,web,monitoring,application,waf,modsecurity,apache2,source,engine,http,iis,protection,traffic,real-time,apache,robust,10,logging,language,applications,attacks,programming,analysis,range
platform,SpiderLabs/ModSecurity,firewall,cross,platform,deployments,open,web,monitoring,application,waf,modsecurity,apache2,source,engine,http,iis,protection,traffic,real-time,apache,robust,10,logging,language,applications,attacks,programming,analysis,range
real-time,SpiderLabs/ModSecurity,firewall,cross,platform,deployments,open,web,monitoring,application,waf,modsecurity,apache2,source,engine,http,iis,protection,traffic,real-time,apache,robust,10,logging,language,applications,attacks,programming,analysis,range
application,SpiderLabs/ModSecurity,firewall,cross,platform,deployments,open,web,monitoring,application,waf,modsecurity,apache2,source,engine,http,iis,protection,traffic,real-time,apache,robust,10,logging,language,applications,attacks,programming,analysis,range
monitoring,SpiderLabs/ModSecurity,firewall,cross,platform,deployments,open,web,monitoring,application,waf,modsecurity,apache2,source,engine,http,iis,protection,traffic,real-time,apache,robust,10,logging,language,applications,attacks,programming,analysis,range
os,fontforge/fontforge,windows,free,mac,editor,libre,x,font,os
security,conorpp/u2f-zero,u2f,usb,token,optimized,style,security,physical
security,juliocesarfort/public-pentesting-reports,curated,list,reports,academic,penetration,groups,test,security,public
test,juliocesarfort/public-pentesting-reports,curated,list,reports,academic,penetration,groups,test,security,public
distributed,stanfordnlp/GloVe,word,model,distributed,glove,representation
secure,vmg/sundown,markdown,secure,library,standards,fast
system,Kitware/CMake,open-source,system,cross-platform,build
server,apache/httpd,apache,server,http,mirror
performance,facebook/libphenom,eventing,scalability,framework,systems,performance
framework,facebook/libphenom,eventing,scalability,framework,systems,performance
security,nmap/nmap,osx,nmap,linux,asynchronous,mirror,pcre,network-discovery,network,libpcap,ping,machine-learning,repository,service-discovery,netcat,svn,mapper,github,port-scanner,socket,c-plus-plus,windows,official,security
network,nmap/nmap,osx,nmap,linux,asynchronous,mirror,pcre,network-discovery,network,libpcap,ping,machine-learning,repository,service-discovery,netcat,svn,mapper,github,port-scanner,socket,c-plus-plus,windows,official,security
server,aerospike/aerospike-server,in-memory,server,nosql,database
data,akheron/jansson,encoding,library,decoding,json,data
network,tboox/tbox,container,algorithm,iterator,cross-platform,multi-platform,json,coroutines,library,stream,plist,network
system,alibaba/tsar,reporter,taobao,system,activity
server,phoboslab/jsmpeg-vnc,browsers,latency,sharing,windows,screen,server,client
data,johnkerl/miller,data-regression,sed,csv-format,statistics,command-line,csv-reader,streaming-algorithms,tabular-data,devops,statistical-analysis,devops-tools,json,streaming-data,tsv,command-line-tools,csv,sort,data-cleaning,cut,data-processing,data,data-reduction,csv-files,join,like,json-data
data,srdja/Collections-C,structures,data-structures,library,generic,algorithms,collections,data
framework,EricssonResearch/openwebrtc,framework,client,webrtc,cross-platform,gstreamer
iot,RIOT-OS/RIOT,iot,os,riot
os,RIOT-OS/RIOT,iot,os,riot
server,coturn/coturn,project,turn,coturn,server
embedded,openwrt/openwrt,distribution,devices,embedded,linux
tool,lzfse/lzfse,line,tool,command,compression,library
application,darktable-org/darktable,application,workflow,source,open,photography,developer
system,lavabit/magma,development,daemon,http,encryption,support,smtp,system,pop,server,webmail,email,magma,encrypted,active,encrypted-message-protocol,imap
server,lavabit/magma,development,daemon,http,encryption,support,smtp,system,pop,server,webmail,email,magma,encrypted,active,encrypted-message-protocol,imap
development,lavabit/magma,development,daemon,http,encryption,support,smtp,system,pop,server,webmail,email,magma,encrypted,active,encrypted-message-protocol,imap
security,unicorn-engine/unicorn,x86,aarch64,m68k,cpu,framework,sparc,x86-64,emulator,unicorn,mips,security,reverse-engineering,arm,arm64
framework,unicorn-engine/unicorn,x86,aarch64,m68k,cpu,framework,sparc,x86-64,emulator,unicorn,mips,security,reverse-engineering,arm,arm64
data,php-ds/extension,extension,structures,data-structures,data,efficient,pecl,php-7
web,davidmoreno/onion,web,http,simple,create,library,applications
hacking,Screetsec/TheFatRat,av,accessibility,rat,kali-linux,linux,payload,thefatrat,metasploit-framework,malware,dll,backdoor,attack,easy,autorun,remote-access,android,bypass-av,bypass,compiled,tool,execute,antivirus,bypassantivirus,mac,protection,msfvenom,post,generate,trojan,remote,like,exploitation,windows,popular,hacking,software,dracos,browser
tool,Screetsec/TheFatRat,av,accessibility,rat,kali-linux,linux,payload,thefatrat,metasploit-framework,malware,dll,backdoor,attack,easy,autorun,remote-access,android,bypass-av,bypass,compiled,tool,execute,antivirus,bypassantivirus,mac,protection,msfvenom,post,generate,trojan,remote,like,exploitation,windows,popular,hacking,software,dracos,browser
web,danielwaterworth/Raphters,deprecated,framework,web
framework,danielwaterworth/Raphters,deprecated,framework,web
tool,esnet/iperf,udp,network,tool,tcp,bandwidth,measurement
network,esnet/iperf,udp,network,tool,tcp,bandwidth,measurement
web,mongrel2/mongrel2,project,web,server
server,mongrel2/mongrel2,project,web,server
tool,Qihoo360/phptrace,tracing,tool,troubleshooting,scripts
os,mit-pdos/xv6-public,os,xv6
data,confluentinc/bottledwater-pg,capture,postgresql,kafka,data,change
test,Microsoft/checkedc,code,extension,checking,bounds,repo,samples,test,specification
server,networkprotocol/yojimbo,udp,protocol,network,client-server,packets,dedicated-server,library,server,game,client,games,multiplayer-game-server
network,networkprotocol/yojimbo,udp,protocol,network,client-server,packets,dedicated-server,library,server,game,client,games,multiplayer-game-server
secure,codahale/bcrypt-ruby,users,passwords,openbsd,secure,algorithm,bcrypt,binding,hash,password,store,hashing
monitor,yaoweibin/nginx_tcp_proxy_module,status,monitor,feature,tcp,health,proxy,check
system,ARMmbed/mbed-os,things,system,platform,internet,os,arm,mbed
os,ARMmbed/mbed-os,things,system,platform,internet,os,arm,mbed
platform,ARMmbed/mbed-os,things,system,platform,internet,os,arm,mbed
data,Rdatatable/data.table,table,data,package
performance,concurrencykit/ck,implementation,structures,safe,lock-free,research,concurrent,design,systems,concurrency,memory,primitives,performance,data,non-blocking
data,concurrencykit/ck,implementation,structures,safe,lock-free,research,concurrent,design,systems,concurrency,memory,primitives,performance,data,non-blocking
tool,haad/proxychains,http,like,tor,tool,basic,tcp,application,socks5,socks4,5,proxy,pass,follow,user
application,haad/proxychains,http,like,tor,tool,basic,tcp,application,socks5,socks4,5,proxy,pass,follow,user
network,jagt/clumsy,windows,interactive,network
system,cesanta/mongoose-os,code,mongoose,open,esp8266,things,firmware,system,source,internet,iot,aws,aws-iot,stm32,amazon,esp32,cc3200,os
