2015-01-01,5762
2015-01-02,8588
2015-01-03,7845
2015-01-04,8629
2015-01-05,12469
2015-01-06,13619
2015-01-07,13341
2015-01-08,13876
2015-01-09,12617
2015-01-10,9823
2015-01-11,10223
2015-01-12,14261
2015-01-13,14699
2015-01-14,14630
2015-01-15,14590
2015-01-16,13897
2015-01-17,11058
2015-01-18,11353
2015-01-19,19698
2015-01-20,18433
2015-01-21,28235
2015-01-22,36219
2015-01-23,15387
2015-01-24,12163
2015-01-25,13792
2015-01-26,14929
2015-01-27,15012
2015-01-28,15479
2015-01-29,15287
2015-01-30,14201
2015-01-31,10637
2015-02-01,10609
2015-02-02,14820
2015-02-03,16434
2015-02-04,16096
2015-02-05,16247
2015-02-06,15145
2015-02-07,11863
2015-02-08,11676
2015-02-09,16101
2015-02-10,16409
2015-02-11,16423
2015-02-12,16867
2015-02-13,14891
2015-02-14,10047
2015-02-15,11404
2015-02-16,14398
2015-02-17,15218
2015-02-18,15163
2015-02-19,15293
2015-02-20,14322
2015-02-21,12603
2015-02-22,14370
2015-02-23,14911
2015-02-24,15271
2015-02-25,15676
2015-02-26,15306
2015-02-27,14396
2015-02-28,11439
2015-03-01,11039
2015-03-02,16254
2015-03-03,17441
2015-03-04,17182
2015-03-05,16569
2015-03-06,15218
2015-03-07,11889
2015-03-08,11801
2015-03-09,16941
2015-03-10,17378
2015-03-11,16995
2015-03-12,18405
2015-03-13,30911
2015-03-14,19631
2015-03-15,17893
2015-03-16,23104
2015-03-17,21223
2015-03-18,19862
2015-03-19,18926
2015-03-20,17880
2015-03-21,14635
2015-03-22,16463
2015-03-23,18627
2015-03-24,19263
2015-03-25,19236
2015-03-26,17917
2015-03-27,17667
2015-03-28,12872
2015-03-29,12938
2015-03-30,18194
2015-03-31,17919
2015-04-01,17641
2015-04-02,16436
2015-04-03,14674
2015-04-04,11450
2015-04-05,11111
2015-04-06,16338
2015-04-07,19399
2015-04-08,19454
2015-04-09,18152
2015-04-10,17357
2015-04-11,13533
2015-04-12,13582
2015-04-13,17964
2015-04-14,18747
2015-04-15,18502
2015-04-16,18150
2015-04-17,16925
2015-04-18,13339
2015-04-19,13571
2015-04-20,18195
2015-04-21,18682
2015-04-22,19008
2015-04-23,17813
2015-04-24,17091
2015-04-25,13310
2015-04-26,15200
2015-04-27,17854
2015-04-28,18634
2015-04-29,17576
2015-04-30,15981
2015-05-01,12995
2015-05-02,10882
2015-05-03,10873
2015-05-04,17498
2015-05-05,19005
2015-05-06,18144
2015-05-07,18065
2015-05-08,16628
2015-05-09,11888
2015-05-10,12167
2015-05-11,17628
2015-05-12,18988
2015-05-13,18051
2015-05-14,17696
2015-05-15,15954
2015-05-16,12669
2015-05-17,13117
2015-05-18,17452
2015-05-19,18971
2015-05-20,18535
2015-05-21,17706
2015-05-22,17009
2015-05-23,12657
2015-05-24,14480
2015-05-25,15082
2015-05-26,17704
2015-05-27,18038
2015-05-28,17865
2015-05-29,16068
2015-05-30,11499
2015-05-31,12423
2015-06-01,17261
2015-06-02,18814
2015-06-03,18372
2015-06-04,17381
2015-06-05,15863
2015-06-06,12720
2015-06-07,12026
2015-06-08,17479
2015-06-09,18460
2015-06-10,18134
2015-06-11,17549
2015-06-12,15853
2015-06-13,12064
2015-06-14,12361
2015-06-15,17406
2015-06-16,17987
2015-06-17,17367
2015-06-18,17308
2015-06-19,16099
2015-06-20,12070
2015-06-21,13681
2015-06-22,16085
2015-06-23,17793
2015-06-24,17337
2015-06-25,16974
2015-06-26,15666
2015-06-27,11633
2015-06-28,11608
2015-06-29,17125
2015-06-30,17537
2015-07-01,17598
2015-07-02,16677
2015-07-03,14513
2015-07-04,10742
2015-07-05,11437
2015-07-06,17497
2015-07-07,19396
2015-07-08,18533
2015-07-09,19254
2015-07-10,16142
2015-07-11,12055
2015-07-12,12539
2015-07-13,17729
2015-07-14,18106
2015-07-15,17309
2015-07-16,17140
2015-07-17,15209
2015-07-18,11370
2015-07-19,12138
2015-07-20,18005
2015-07-21,17530
2015-07-22,17815
2015-07-23,21312
2015-07-24,24359
2015-07-25,17944
2015-07-26,14154
2015-07-27,16929
2015-07-28,17286
2015-07-29,17054
2015-07-30,16409
2015-07-31,15209
2015-08-01,10927
2015-08-02,11043
2015-08-03,17133
2015-08-04,18046
2015-08-05,17426
2015-08-06,17005
2015-08-07,15966
2015-08-08,10986
2015-08-09,11612
2015-08-10,17079
2015-08-11,17898
2015-08-12,17854
2015-08-13,17734
2015-08-14,16260
2015-08-15,23668
2015-08-16,27200
2015-08-17,38365
2015-08-18,20966
2015-08-19,19351
2015-08-20,18159
2015-08-21,17141
2015-08-22,12948
2015-08-23,14990
2015-08-24,17758
2015-08-25,18487
2015-08-26,18279
2015-08-27,18130
2015-08-28,16804
2015-08-29,12523
2015-08-30,12076
2015-08-31,17182
2015-09-01,18536
2015-09-02,18439
2015-09-03,17154
2015-09-04,15668
2015-09-05,12044
2015-09-06,13692
2015-09-07,17470
2015-09-08,19921
2015-09-09,19719
2015-09-10,19934
2015-09-11,18260
2015-09-12,13275
2015-09-13,13766
2015-09-14,21154
2015-09-15,22743
2015-09-16,20934
2015-09-17,23636
2015-09-18,19664
2015-09-19,14246
2015-09-20,14016
2015-09-21,20514
2015-09-22,21322
2015-09-23,20761
2015-09-24,20187
2015-09-25,18542
2015-09-26,14597
2015-09-27,15650
2015-09-28,19384
2015-09-29,20742
2015-09-30,21481
2015-10-01,20519
2015-10-02,18066
2015-10-03,12831
2015-10-04,13307
2015-10-05,20820
2015-10-06,20650
2015-10-07,20169
2015-10-08,21224
2015-10-09,19118
2015-10-10,15112
2015-10-11,14249
2015-10-12,19932
2015-10-13,22275
2015-10-14,22489
2015-10-15,21252
2015-10-16,19100
2015-10-17,14932
2015-10-18,14854
2015-10-19,21536
2015-10-20,21849
2015-10-21,21295
2015-10-22,21272
2015-10-23,19830
2015-10-24,15655
2015-10-25,16582
2015-10-26,21483
2015-10-27,22070
2015-10-28,21698
2015-10-29,21341
2015-10-30,19337
2015-10-31,13325
2015-11-01,14160
2015-11-02,20857
2015-11-03,23485
2015-11-04,22215
2015-11-05,21632
2015-11-06,20508
2015-11-07,15309
2015-11-08,15615
2015-11-09,21597
2015-11-10,22444
2015-11-11,21391
2015-11-12,21843
2015-11-13,20414
2015-11-14,15419
2015-11-15,15375
2015-11-16,21608
2015-11-17,22489
2015-11-18,22188
2015-11-19,22279
2015-11-20,20518
2015-11-21,15593
2015-11-22,17272
2015-11-23,21797
2015-11-24,21655
2015-11-25,21514
2015-11-26,17622
2015-11-27,16366
2015-11-28,13839
2015-11-29,14810
2015-11-30,20989
2016-01-01,9682
2016-01-02,11643
2016-01-03,12685
2016-01-04,20088
2016-01-05,21239
2016-01-06,21061
2016-01-07,21583
2016-01-08,19984
2016-01-09,14764
2016-01-10,15434
2016-01-11,22565
2016-01-12,23388
2016-01-13,22758
2016-01-14,22515
2016-01-15,20407
2016-01-16,15278
2016-01-17,15843
2016-01-18,22636
2016-01-19,24352
2016-01-20,24036
2016-01-21,24063
2016-01-22,21864
2016-01-23,17198
2016-01-24,17555
2016-01-25,24310
2016-01-26,25555
2016-01-27,25918
2016-01-28,25216
2016-01-29,25260
2016-01-30,19226
2016-01-31,18738
2016-02-01,25760
2016-02-02,26379
2016-02-03,26124
2016-02-04,24830
2016-02-05,22567
2016-02-06,17337
2016-02-07,16660
2016-02-08,21816
2016-02-09,27936
2016-02-10,25767
2016-02-11,27357
2016-02-12,23509
2016-02-13,17198
2016-02-14,17986
2016-02-15,25628
2016-02-16,29814
2016-02-17,28614
2016-02-18,27295
2016-02-19,25353
2016-02-20,19487
2016-02-21,19537
2016-02-22,27561
2016-02-23,29533
2016-02-24,27640
2016-02-25,28010
2016-02-26,25072
2016-02-27,20569
2016-02-28,22436
2016-03-01,28520
2016-03-02,29716
2016-03-03,29289
2016-03-04,26711
2016-03-05,21008
2016-03-06,19998
2016-03-07,28207
2016-03-08,28431
2016-03-09,28261
2016-03-10,28101
2016-03-11,25444
2016-03-12,19775
2016-03-13,20497
2016-03-14,28993
2016-03-15,29151
2016-03-16,29576
2016-03-17,29007
2016-03-18,26643
2016-03-19,20218
2016-03-20,20636
2016-03-21,28813
2016-03-22,28860
2016-03-23,27949
2016-03-24,26462
2016-03-25,23454
2016-03-26,18328
2016-03-27,17617
2016-03-28,26985
2016-03-29,29230
2016-03-30,29355
2016-03-31,28287
2016-04-01,26395
2016-04-02,19761
2016-04-03,20087
2016-04-04,26600
2016-04-05,29548
2016-04-06,29181
2016-04-07,28905
2016-04-08,27117
2016-04-09,20302
2016-04-10,20823
2016-04-11,29846
2016-04-12,30640
2016-04-13,29678
2016-04-14,28444
2016-04-15,26261
2016-04-16,20431
2016-04-17,20668
2016-04-18,29160
2016-04-19,30807
2016-04-20,29944
2016-04-21,28410
2016-04-22,26472
2016-04-23,19921
2016-04-24,20648
2016-04-25,28786
2016-04-26,28327
2016-04-27,28518
2016-04-28,29549
2016-04-29,27793
2016-04-30,17963
2016-05-01,16837
2016-05-02,26823
2016-05-03,27238
2016-05-04,27124
2016-05-05,25050
2016-05-06,24010
2016-05-07,17159
2016-05-08,17344
2016-05-09,25903
2016-05-10,27646
2016-05-11,27183
2016-05-12,27589
2016-05-13,26159
2016-05-14,18991
2016-05-15,19472
2016-05-16,27589
2016-05-17,28992
2016-05-18,29367
2016-05-19,28440
2016-05-20,26122
2016-05-21,18736
2016-05-22,19039
2016-05-23,27237
2016-05-24,28681
2016-05-25,27362
2016-05-26,26807
2016-05-27,24332
2016-05-28,17200
2016-05-29,17700
2016-05-30,24984
2016-05-31,27594
2016-06-01,27546
2016-06-02,27505
2016-06-03,24903
2016-06-04,17747
2016-06-05,17972
2016-06-06,25722
2016-06-07,27891
2016-06-08,26793
2016-06-09,24553
2016-06-10,22030
2016-06-11,16870
2016-06-12,19336
2016-06-13,25380
2016-06-14,27477
2016-06-15,26906
2016-06-16,27212
2016-06-17,24139
2016-06-18,16901
2016-06-19,17222
2016-06-20,27270
2016-06-21,28767
2016-06-22,27107
2016-06-23,27738
2016-06-24,23813
2016-06-25,16652
2016-06-26,16629
2016-06-27,27753
2016-06-28,28196
2016-06-29,26960
2016-06-30,27062
2016-07-01,25281
2016-07-02,16968
2016-07-03,16807
2016-07-04,24808
2016-07-05,27800
2016-07-06,27136
2016-07-07,28050
2016-07-08,25292
2016-07-09,18168
2016-07-10,18316
2016-07-11,28241
2016-07-12,28272
2016-07-13,27901
2016-07-14,30166
2016-07-15,25343
2016-07-16,17572
2016-07-17,18446
2016-07-18,29808
2016-07-19,29798
2016-07-20,28563
2016-07-21,28291
2016-07-22,26192
2016-07-23,17802
2016-07-24,18293
2016-07-25,27639
2016-07-26,27908
2016-07-27,27992
2016-07-28,26822
2016-07-29,25357
2016-07-30,18350
2016-07-31,18655
2016-08-01,28062
2016-08-02,29846
2016-08-03,27748
2016-08-04,28840
2016-08-05,26426
2016-08-06,18117
2016-08-07,18690
2016-08-08,29416
2016-08-09,28640
2016-08-10,28220
2016-08-11,27704
2016-08-12,25871
2016-08-13,17711
2016-08-14,17210
2016-08-15,26202
2016-08-16,29341
2016-08-17,29521
2016-08-18,28396
2016-08-19,26637
2016-08-20,19050
2016-08-21,19023
2016-08-22,29595
2016-08-23,30977
2016-08-24,30012
2016-08-25,29593
2016-08-26,27688
2016-08-27,19943
2016-08-28,19938
2016-08-29,30986
2016-08-30,31795
2016-08-31,31879
2016-09-01,31086
2016-09-02,28916
2016-09-03,19894
2016-09-04,20908
2016-09-05,28510
2016-09-06,33050
2016-09-07,32680
2016-09-08,32449
2016-09-09,31119
2016-09-10,22157
2016-09-11,22277
2016-09-12,32890
2016-09-13,34068
2016-09-14,32303
2016-09-15,30046
2016-09-16,27510
2016-09-17,22855
2016-09-18,24802
2016-09-19,34904
2016-09-20,36058
2016-09-21,35675
2016-09-22,35383
2016-09-23,32343
2016-09-24,23752
2016-09-25,23661
2016-09-26,36332
2016-09-27,36432
2016-09-28,36554
2016-09-29,35200
2016-09-30,31276
2016-10-01,21828
2016-10-02,21927
2016-10-03,31333
2016-10-04,33273
2016-10-05,32268
2016-10-06,32386
2016-10-07,30771
2016-10-08,26059
2016-10-09,26786
2016-10-10,35209
2016-10-11,36060
2016-10-12,36273
2016-10-13,36286
2016-10-14,33247
2016-10-15,24201
2016-10-16,24603
2016-10-17,37313
2016-10-18,38913
2016-10-19,37324
2016-10-20,35970
2016-10-21,31577
2016-10-22,25535
2016-10-23,24586
2016-10-24,36073
2016-10-25,36281
2016-10-26,35607
2016-10-27,35410
2016-10-28,31553
2016-10-29,22430
2016-10-30,23052
